FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,MG_PER_M3,geom
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c88,Yongala,2010-05-21 12:56,NRSYON,NRSYON20100521,NRSYON20100521_ZOOBIOWC,2010-05-21T02:56:00,-19.3085,147.6184,31.582,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c87,Yongala,2010-07-29 11:22,NRSYON,NRSYON20100729,NRSYON20100729_ZOOBIOWC,2010-07-29T01:22:00,-19.3085,147.6184,8.2423,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c86,Yongala,2010-08-17 10:15,NRSYON,NRSYON20100817,NRSYON20100817_ZOOBIOWC,2010-08-17T00:15:00,-19.3085,147.6184,7.4127,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c85,Yongala,2010-09-09 11:00,NRSYON,NRSYON20100909,NRSYON20100909_ZOOBIOWC,2010-09-09T01:00:00,-19.3085,147.6184,9.4256,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c84,Yongala,2010-11-01 11:45,NRSYON,NRSYON20101101,NRSYON20101101_ZOOBIOWC,2010-11-01T01:45:00,-19.3085,147.6184,8.5552,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c83,Yongala,2010-12-08 10:45,NRSYON,NRSYON20101208,NRSYON20101208_ZOOBIOWC,2010-12-08T00:45:00,-19.3085,147.6184,9.0856,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c82,Yongala,2011-01-18 11:30,NRSYON,NRSYON20110118,NRSYON20110118_ZOOBIOWC,2011-01-18T01:30:00,-19.3085,147.6184,28.6034,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c81,Yongala,2011-02-17 11:30,NRSYON,NRSYON20110217,NRSYON20110217_ZOOBIOWC,2011-02-17T01:30:00,-19.3085,147.6184,25.2924,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c80,Yongala,2011-03-23 10:49,NRSYON,NRSYON20110323,NRSYON20110323_ZOOBIOWC,2011-03-23T00:49:00,-19.3085,147.6184,19.3409,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c7f,Yongala,2011-04-14 11:27,NRSYON,NRSYON20110414,NRSYON20110414_ZOOBIOWC,2011-04-14T01:27:00,-19.3085,147.6184,25.7471,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c7e,Yongala,2011-05-27 10:50,NRSYON,NRSYON20110527,NRSYON20110527_ZOOBIOWC,2011-05-27T00:50:00,-19.3085,147.6184,14.4581,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c7d,Yongala,2011-06-16 11:25,NRSYON,NRSYON20110616,NRSYON20110616_ZOOBIOWC,2011-06-16T01:25:00,-19.3085,147.6184,16.9607,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c7c,Yongala,2011-07-20 11:37,NRSYON,NRSYON20110720,NRSYON20110720_ZOOBIOWC,2011-07-20T01:37:00,-19.3085,147.6184,8.3795,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c7b,Yongala,2011-08-11 11:00,NRSYON,NRSYON20110811,NRSYON20110811_ZOOBIOWC,2011-08-11T01:00:00,-19.3085,147.6184,4.4435,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c7a,Yongala,2011-09-08 11:00,NRSYON,NRSYON20110908,NRSYON20110908_ZOOBIOWC,2011-09-08T01:00:00,-19.3085,147.6184,25.5384,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c79,Yongala,2011-10-27 13:44,NRSYON,NRSYON20111027,NRSYON20111027_ZOOBIOWC,2011-10-27T03:44:00,-19.3085,147.6184,12.6692,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c78,Yongala,2011-12-13 12:55,NRSYON,NRSYON20111213,NRSYON20111213_ZOOBIOWC,2011-12-13T02:55:00,-19.3085,147.6184,12.1731,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c77,Yongala,2012-01-12 11:30,NRSYON,NRSYON20120112,NRSYON20120112_ZOOBIOWC,2012-01-12T01:30:00,-19.3085,147.6184,17.3144,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c76,Yongala,2012-02-08 10:49,NRSYON,NRSYON20120208,NRSYON20120208_ZOOBIOWC,2012-02-08T00:49:00,-19.3085,147.6184,39.1307,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c75,Yongala,2012-04-02 10:44,NRSYON,NRSYON20120402,NRSYON20120402_ZOOBIOWC,2012-04-02T00:44:00,-19.3085,147.6184,28.0321,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c74,Yongala,2012-04-24 10:50,NRSYON,NRSYON20120424,NRSYON20120424_ZOOBIOWC,2012-04-24T00:50:00,-19.3085,147.6184,24.047,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c73,Yongala,2012-06-04 10:30,NRSYON,NRSYON20120604,NRSYON20120604_ZOOBIOWC,2012-06-04T00:30:00,-19.3085,147.6184,13.6012,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c72,Yongala,2012-06-15 10:41,NRSYON,NRSYON20120615,NRSYON20120615_ZOOBIOWC,2012-06-15T00:41:00,-19.3085,147.6184,25.8423,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c71,Yongala,2012-07-26 11:00,NRSYON,NRSYON20120726,NRSYON20120726_ZOOBIOWC,2012-07-26T01:00:00,-19.3085,147.6184,19.0417,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c70,Yongala,2012-08-16 00:00,NRSYON,NRSYON20120816,NRSYON20120816_ZOOBIOWC,2012-08-15T14:00:00,-19.3085,147.6184,4.1348,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c6f,Yongala,2012-09-18 11:00,NRSYON,NRSYON20120918,NRSYON20120918_ZOOBIOWC,2012-09-18T01:00:00,-19.3085,147.6184,3.0603,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c6e,Yongala,2012-10-26 11:20,NRSYON,NRSYON20121026,NRSYON20121026_ZOOBIOWC,2012-10-26T01:20:00,-19.3085,147.6184,19.3137,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c6d,Yongala,2012-11-29 10:40,NRSYON,NRSYON20121129,NRSYON20121129_ZOOBIOWC,2012-11-29T00:40:00,-19.3085,147.6184,15.3966,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c6c,Yongala,2012-12-19 10:20,NRSYON,NRSYON20121219,NRSYON20121219_ZOOBIOWC,2012-12-19T00:20:00,-19.3085,147.6184,43.5239,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c6b,Yongala,2013-01-31 10:15,NRSYON,NRSYON20130131,NRSYON20130131_ZOOBIOWC,2013-01-31T00:15:00,-19.3085,147.6184,80.5328,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c6a,Yongala,2013-02-20 10:42,NRSYON,NRSYON20130220,NRSYON20130220_ZOOBIOWC,2013-02-20T00:42:00,-19.3085,147.6184,11.9555,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c69,Yongala,2013-04-16 11:35,NRSYON,NRSYON20130416,NRSYON20130416_ZOOBIOWC,2013-04-16T01:35:00,-19.3085,147.6184,32.2213,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c68,Yongala,2013-05-15 10:30,NRSYON,NRSYON20130515,NRSYON20130515_ZOOBIOWC,2013-05-15T00:30:00,-19.3085,147.6184,26.5496,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c67,Yongala,2013-06-11 13:34,NRSYON,NRSYON20130611,NRSYON20130611_ZOOBIOWC,2013-06-11T03:34:00,-19.3085,147.6184,37.7298,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c66,Yongala,2013-07-19 11:08,NRSYON,NRSYON20130719,NRSYON20130719_ZOOBIOWC,2013-07-19T01:08:00,-19.3085,147.6184,11.3298,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c65,Yongala,2013-08-08 10:58,NRSYON,NRSYON20130808,NRSYON20130808_ZOOBIOWC,2013-08-08T00:58:00,-19.3085,147.6184,9.7929,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c64,Yongala,2013-09-12 11:26,NRSYON,NRSYON20130912,NRSYON20130912_ZOOBIOWC,2013-09-12T01:26:00,-19.3085,147.6184,50.3381,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c63,Yongala,2013-10-15 11:40,NRSYON,NRSYON20131015,NRSYON20131015_ZOOBIOWC,2013-10-15T01:40:00,-19.3085,147.6184,50.5693,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c62,Yongala,2013-11-14 10:32,NRSYON,NRSYON20131114,NRSYON20131114_ZOOBIOWC,2013-11-14T00:32:00,-19.3085,147.6184,14.6621,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c61,Yongala,2013-12-05 11:26,NRSYON,NRSYON20131205,NRSYON20131205_ZOOBIOWC,2013-12-05T01:26:00,-19.3085,147.6184,191.8452,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c60,Yongala,2014-01-22 10:00,NRSYON,NRSYON20140122,NRSYON20140122_ZOOBIOWC,2014-01-22T00:00:00,-19.3085,147.6184,9.3576,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c5f,Yongala,2014-02-20 10:48,NRSYON,NRSYON20140220,NRSYON20140220_ZOOBIOWC,2014-02-20T00:48:00,-19.3085,147.6184,12.4995,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c5e,Yongala,2014-03-17 14:07,NRSYON,NRSYON20140317,NRSYON20140317_ZOOBIOWC,2014-03-17T04:07:00,-19.3085,147.6184,25.8015,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c5d,Yongala,2014-05-01 11:25,NRSYON,NRSYON20140501,NRSYON20140501_ZOOBIOWC,2014-05-01T01:25:00,-19.3085,147.6184,18.4025,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c5c,Yongala,2014-05-27 12:12,NRSYON,NRSYON20140527,NRSYON20140527_ZOOBIOWC,2014-05-27T02:12:00,-19.3085,147.6184,17.0287,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c5b,Yongala,2014-06-24 10:53,NRSYON,NRSYON20140624,NRSYON20140624_ZOOBIOWC,2014-06-24T00:53:00,-19.3085,147.6184,1.2785,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c5a,Yongala,2014-07-17 10:28,NRSYON,NRSYON20140717,NRSYON20140717_ZOOBIOWC,2014-07-17T00:28:00,-19.3085,147.6184,2.4006,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c59,Yongala,2014-08-20 11:15,NRSYON,NRSYON20140820,NRSYON20140820_ZOOBIOWC,2014-08-20T01:15:00,-19.3085,147.6184,7.4399,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c58,Yongala,2014-09-10 10:35,NRSYON,NRSYON20140910,NRSYON20140910_ZOOBIOWC,2014-09-10T00:35:00,-19.3085,147.6184,6.515,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c57,Yongala,2014-10-14 12:02,NRSYON,NRSYON20141014,NRSYON20141014_ZOOBIOWC,2014-10-14T02:02:00,-19.3085,147.6184,10.6226,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c56,Yongala,2014-11-21 08:48,NRSYON,NRSYON20141120,NRSYON20141120_ZOOBIOWC,2014-11-20T22:48:00,-19.3085,147.6184,7.0046,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c55,Yongala,2014-12-09 10:04,NRSYON,NRSYON20141209,NRSYON20141209_ZOOBIOWC,2014-12-09T00:04:00,-19.3085,147.6184,6.923,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c54,Yongala,2015-01-19 11:25,NRSYON,NRSYON20150119,NRSYON20150119_ZOOBIOWC,2015-01-19T01:25:00,-19.3085,147.6184,18.7697,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c53,Yongala,2015-02-24 10:40,NRSYON,NRSYON20150224,NRSYON20150224_ZOOBIOWC,2015-02-24T00:40:00,-19.3085,147.6184,32.9694,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c52,Yongala,2015-03-24 15:15,NRSYON,NRSYON20150324,NRSYON20150324_ZOOBIOWC,2015-03-24T05:15:00,-19.3085,147.6184,30.2083,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c51,Yongala,2015-04-30 12:10,NRSYON,NRSYON20150430,NRSYON20150430_ZOOBIOWC,2015-04-30T02:10:00,-19.3085,147.6184,6.5966,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c50,Yongala,2015-06-01 12:55,NRSYON,NRSYON20150601,NRSYON20150601_ZOOBIOWC,2015-06-01T02:55:00,-19.3085,147.6184,10.4865,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c4f,Yongala,2015-06-18 10:55,NRSYON,NRSYON20150618,NRSYON20150618_ZOOBIOWC,2015-06-18T00:55:00,-19.3085,147.6184,17.2463,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c4e,Yongala,2015-08-04 11:45,NRSYON,NRSYON20150804,NRSYON20150804_ZOOBIOWC,2015-08-04T01:45:00,-19.3085,147.6184,3.8585,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c4d,Yongala,2015-08-25 10:45,NRSYON,NRSYON20150825,NRSYON20150825_ZOOBIOWC,2015-08-25T00:45:00,-19.3085,147.6184,6.8006,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c4c,Yongala,2015-09-23 13:11,NRSYON,NRSYON20150923,NRSYON20150923_ZOOBIOWC,2015-09-23T03:11:00,-19.3085,147.6184,5.2501,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c4b,Yongala,2015-10-27 10:10,NRSYON,NRSYON20151027,NRSYON20151027_ZOOBIOWC,2015-10-27T00:10:00,-19.3085,147.6184,7.4263,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c4a,Yongala,2015-11-11 10:45,NRSYON,NRSYON20151111,NRSYON20151111_ZOOBIOWC,2015-11-11T00:45:00,-19.3085,147.6184,11.493,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c49,Yongala,2015-12-03 11:00,NRSYON,NRSYON20151203,NRSYON20151203_ZOOBIOWC,2015-12-03T01:00:00,-19.3085,147.6184,9.004,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c48,Yongala,2016-01-22 10:39,NRSYON,NRSYON20160122,NRSYON20160122_ZOOBIOWC,2016-01-22T00:39:00,-19.3085,147.6184,25.3663,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c47,Yongala,2016-02-15 10:18,NRSYON,NRSYON20160215,NRSYON20160215_ZOOBIOWC,2016-02-15T00:18:00,-19.3085,147.6184,32.2757,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c46,Yongala,2016-03-21 10:31,NRSYON,NRSYON20160321,NRSYON20160321_ZOOBIOWC,2016-03-21T00:31:00,-19.3085,147.6184,16.6836,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c45,Yongala,2016-05-03 10:01,NRSYON,NRSYON20160503,NRSYON20160503_ZOOBIOWC,2016-05-03T00:01:00,-19.3085,147.6184,14.9069,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c44,Yongala,2016-06-01 10:46,NRSYON,NRSYON20160601,NRSYON20160601_ZOOBIOWC,2016-06-01T00:46:00,-19.3085,147.6184,26.3864,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c43,Yongala,2016-06-24 10:00,NRSYON,NRSYON20160624,NRSYON20160624_ZOOBIOWC,2016-06-24T00:00:00,-19.3085,147.6184,12.2003,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c42,Yongala,2016-07-25 10:25,NRSYON,NRSYON20160725,NRSYON20160725_ZOOBIOWC,2016-07-25T00:25:00,-19.3085,147.6184,12.1459,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c41,Yongala,2016-08-23 10:19,NRSYON,NRSYON20160823,NRSYON20160823_ZOOBIOWC,2016-08-23T00:19:00,-19.3085,147.6184,13.3428,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c40,Yongala,2016-09-27 10:33,NRSYON,NRSYON20160927,NRSYON20160927_ZOOBIOWC,2016-09-27T00:33:00,-19.3085,147.6184,11.6971,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c3f,Yongala,2016-10-12 10:26,NRSYON,NRSYON20161012,NRSYON20161012_ZOOBIOWC,2016-10-12T00:26:00,-19.3085,147.6184,14.4037,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c3e,Yongala,2016-11-08 10:50,NRSYON,NRSYON20161108,NRSYON20161108_ZOOBIOWC,2016-11-08T00:50:00,-19.3085,147.6184,22.714,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c3d,Yongala,2016-12-07 10:15,NRSYON,NRSYON20161207,NRSYON20161207_ZOOBIOWC,2016-12-07T00:15:00,-19.3085,147.6184,18.5113,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c3c,Yongala,2017-01-20 10:00,NRSYON,NRSYON20170120,NRSYON20170120_ZOOBIOWC,2017-01-20T00:00:00,-19.3085,147.6184,21.8844,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c3b,Yongala,2017-02-20 10:29,NRSYON,NRSYON20170220,NRSYON20170220_ZOOBIOWC,2017-02-20T00:29:00,-19.3085,147.6184,7.2086,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c3a,Yongala,2017-03-22 12:00,NRSYON,NRSYON20170322,NRSYON20170322_ZOOBIOWC,2017-03-22T02:00:00,-19.3085,147.6184,21.5008,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c39,Yongala,2017-04-26 10:20,NRSYON,NRSYON20170426,NRSYON20170426_ZOOBIOWC,2017-04-26T00:20:00,-19.3085,147.6184,29.8748,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c38,Yongala,2017-05-29 08:11,NRSYON,NRSYON20170528,NRSYON20170528_ZOOBIOWC,2017-05-28T22:11:00,-19.3085,147.6184,17.9786,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c37,Yongala,2017-07-05 10:21,NRSYON,NRSYON20170705,NRSYON20170705_ZOOBIOWC,2017-07-05T00:21:00,-19.3085,147.6184,22.6041,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c36,Yongala,2017-07-24 10:45,NRSYON,NRSYON20170724,NRSYON20170724_ZOOBIOWC,2017-07-24T00:45:00,-19.3085,147.6184,4.9933,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c35,Yongala,2017-08-16 10:24,NRSYON,NRSYON20170816,NRSYON20170816_ZOOBIOWC,2017-08-16T00:24:00,-19.3085,147.6184,6.0683,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c34,Yongala,2017-09-06 10:00,NRSYON,NRSYON20170906,NRSYON20170906_ZOOBIOWC,2017-09-06T00:00:00,-19.3085,147.6184,16.5641,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c33,Yongala,2017-10-26 09:56,NRSYON,NRSYON20171025,NRSYON20171025_ZOOBIOWC,2017-10-25T23:56:00,-19.3085,147.6184,17.736,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c32,Yongala,2017-11-30 10:34,NRSYON,NRSYON20171130,NRSYON20171130_ZOOBIOWC,2017-11-30T00:34:00,-19.3085,147.6184,9.9017,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c31,Yongala,2017-12-15 10:44,NRSYON,NRSYON20171215,NRSYON20171215_ZOOBIOWC,2017-12-15T00:44:00,-19.3085,147.6184,34.7191,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c30,Yongala,2018-01-30 10:05,NRSYON,NRSYON20180130,NRSYON20180130_ZOOBIOWC,2018-01-30T00:05:00,-19.3085,147.6184,18.5385,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c2f,Yongala,2018-02-20 10:30,NRSYON,NRSYON20180220,NRSYON20180220_ZOOBIOWC,2018-02-20T00:30:00,-19.3085,147.6184,21.3267,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c2e,Yongala,2018-03-29 10:27,NRSYON,NRSYON20180329,NRSYON20180329_ZOOBIOWC,2018-03-29T00:27:00,-19.3085,147.6184,24.1966,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c2d,Yongala,2018-04-26 09:48,NRSYON,NRSYON20180425,NRSYON20180425_ZOOBIOWC,2018-04-25T23:48:00,-19.3085,147.6184,12.1932,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c2c,Yongala,2018-06-03 09:10,NRSYON,NRSYON20180602,NRSYON20180602_ZOOBIOWC,2018-06-02T23:10:00,-19.3085,147.6184,18.1625,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c2b,Yongala,2018-06-21 11:30,NRSYON,NRSYON20180621,NRSYON20180621_ZOOBIOWC,2018-06-21T01:30:00,-19.3085,147.6184,21.8686,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c2a,Yongala,2018-07-20 10:56,NRSYON,NRSYON20180720,NRSYON20180720_ZOOBIOWC,2018-07-20T00:56:00,-19.3085,147.6184,16.8152,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c29,Yongala,2018-08-17 10:23,NRSYON,NRSYON20180817,NRSYON20180817_ZOOBIOWC,2018-08-17T00:23:00,-19.3085,147.6184,21.8191,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c28,Yongala,2018-09-27 10:52,NRSYON,NRSYON20180927,NRSYON20180927_ZOOBIOWC,2018-09-27T00:52:00,-19.3085,147.6184,11.8643,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c27,Yongala,2018-10-11 10:54,NRSYON,NRSYON20181011,NRSYON20181011_ZOOBIOWC,2018-10-11T00:54:00,-19.3085,147.6184,20.988,POINT (147.61842 -19.30847)
